referrer,views_total,views_unique
Google,432,214
gitblit.com,276,69
github.com,145,35
DuckDuckGo,91,34
cn.bing.com,32,13
stackoverflow.com,22,3
Bing,21,12
gitee.com,20,3
yandex.ru,14,13
Baidu,13,4
