url_path,views_total,views_unique
/gitblit-org/gitblit,223,169
/gitblit-org/gitblit/tree/master/src/main,114,22
/gitblit-org/gitblit/tree/master/src/main/java,88,18
/gitblit-org/gitblit/tree/master/src,83,26
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,69,16
/gitblit-org/gitblit/releases,47,39
/gitblit-org/gitblit/issues,44,29
/gitblit-org/gitblit/issues/461,39,28
/gitblit-org/gitblit/tree/master/src/main/resources,20,3
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/git,18,7
