referrer,views_total,views_unique
gitblit-org.github.io,417,93
Google,399,211
DuckDuckGo,243,218
github.com,141,56
Bing,63,55
cn.bing.com,54,30
Baidu,38,20
yandex.ru,21,18
ecosia.org,19,14
gitblit.com,15,7
