url_path,views_total,views_unique
/gitblit-org/gitblit,418,241
/gitblit-org/gitblit/issues/1384,247,224
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,143,30
/gitblit-org/gitblit/tree/master/src/main/java,110,39
/gitblit-org/gitblit/tree/master/src,105,42
/gitblit-org/gitblit/tree/master/src/main,103,36
/gitblit-org/gitblit/issues,93,28
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/auth,78,13
/gitblit-org/gitblit/releases,75,52
/gitblit-org/gitblit/releases/tag/v1.9.3,40,29
