url_path,views_total,views_unique
/gitblit-org/gitblit,233,168
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,140,23
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/auth,121,15
/gitblit-org/gitblit/tree/master/src/main/java,115,27
/gitblit-org/gitblit/pull/1411/commits/9b4afad6f4be212474809533ec2c280cce86501a,93,26
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,92,14
/gitblit-org/gitblit/issues/461,86,74
/gitblit-org/gitblit/tree/master/src,77,28
/gitblit-org/gitblit/tree/master/src/main,74,21
/gitblit-org/gitblit/releases,68,46
