referrer,views_total,views_unique
Google,615,238
gitblit.com,347,58
github.com,134,29
Bing,35,16
DuckDuckGo,30,17
cn.bing.com,20,12
intellipaat.com,19,1
stackoverflow.com,7,4
gitee.com,6,2
Baidu,4,4
