time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-29 00:00:00+00:00,10026,20,9,9
2026-06-30 00:00:00+00:00,1988,22,34,23
2026-07-01 00:00:00+00:00,5282,20,24,13
2026-07-02 00:00:00+00:00,9627,23,25,14
2026-07-03 00:00:00+00:00,6594,35,47,18
2026-07-04 00:00:00+00:00,13006,39,36,17
2026-07-05 00:00:00+00:00,6044,22,40,16
2026-07-06 00:00:00+00:00,5213,26,51,26
2026-07-07 00:00:00+00:00,6177,16,27,15
2026-07-08 00:00:00+00:00,5513,25,22,18
2026-07-09 00:00:00+00:00,1770,23,34,30
2026-07-10 00:00:00+00:00,5669,28,47,29
2026-07-11 00:00:00+00:00,4797,17,15,13
2026-07-12 00:00:00+00:00,7426,19,19,19
