time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-10 00:00:00+00:00,2,1,46,17
2023-09-11 00:00:00+00:00,10,5,96,54
2023-09-12 00:00:00+00:00,4,4,79,48
2023-09-13 00:00:00+00:00,5,5,104,40
2023-09-14 00:00:00+00:00,3,3,147,58
2023-09-15 00:00:00+00:00,8,7,89,53
2023-09-16 00:00:00+00:00,9,6,47,16
2023-09-17 00:00:00+00:00,3,2,22,13
2023-09-18 00:00:00+00:00,6,3,98,40
2023-09-19 00:00:00+00:00,11,6,157,62
2023-09-20 00:00:00+00:00,10,6,155,44
2023-09-21 00:00:00+00:00,5,5,150,54
2023-09-22 00:00:00+00:00,3,3,172,49
2023-09-23 00:00:00+00:00,5,2,29,19
