referrer,views_total,views_unique
Google,279,185
gitblit.com,189,44
github.com,112,30
DuckDuckGo,32,19
yandex.ru,15,13
Bing,10,8
stackoverflow.com,8,3
search.brave.com,6,4
selfhosted.libhunt.com,6,1
cn.bing.com,4,4
