url_path,views_total,views_unique
/gitblit-org/gitblit,200,139
/gitblit-org/gitblit/tree/master/src,63,21
/gitblit-org/gitblit/tree/master/src/main,47,16
/gitblit-org/gitblit/tree/master/src/main/java,42,10
/gitblit-org/gitblit/issues,38,20
/gitblit-org/gitblit/releases,35,31
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/utils/JGitUtils.java,34,6
/gitblit-org/gitblit/issues/461,27,27
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,26,8
/gitblit-org/gitblit/releases/tag/v1.9.3,18,16
