referrer,views_total,views_unique
Google,239,122
gitblit.com,116,28
github.com,52,16
cn.bing.com,46,8
Baidu,14,10
DuckDuckGo,14,4
gitblit.dev,10,1
yandex.ru,5,5
link.zhihu.com,5,4
Bing,5,4
