url_path,views_total,views_unique
/gitblit-org/gitblit,130,103
/gitblit-org/gitblit/releases,49,40
/gitblit-org/gitblit/tree/master/src,45,17
/gitblit-org/gitblit/issues/461,31,29
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,31,5
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/models/RepositoryModel.java,30,5
/gitblit-org/gitblit/releases/tag/v1.9.3,25,20
/gitblit-org/gitblit/tree/master/src/main,20,7
/gitblit-org/gitblit/issues,14,8
/gitblit-org/gitblit/tree/master/src/main/java,14,6
