referrer,views_total,views_unique
Google,143,91
gitblit.com,94,45
github.com,78,21
Bing,23,10
yu66.vip,14,1
yandex.ru,7,7
link.zhihu.com,6,2
avd.aliyun.com,5,1
cn.bing.com,4,2
statics.teams.cdn.office.net,4,1
