referrer,views_total,views_unique
Google,402,243
gitblit-org.github.io,343,86
github.com,237,65
DuckDuckGo,222,203
v2ex.com,208,175
Bing,78,64
cn.bing.com,55,30
Baidu,22,17
yandex.ru,16,14
ecosia.org,14,10
