url_path,views_total,views_unique
/gitblit-org/gitblit,180,133
/gitblit-org/gitblit/tree/master/src/main,62,15
/gitblit-org/gitblit/tree/master/src,52,17
/gitblit-org/gitblit/releases,46,38
/gitblit-org/gitblit/tree/master/src/main/java,41,11
/gitblit-org/gitblit/issues,33,17
/gitblit-org/gitblit/issues/461,24,21
/gitblit-org/gitblit/releases/tag/v1.9.3,21,13
/gitblit-org/gitblit/tree/master/src/main/resources,16,4
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,14,2
