referrer,views_total,views_unique
Google,442,210
gitblit-org.github.io,345,89
DuckDuckGo,228,207
github.com,190,58
Bing,72,61
cn.bing.com,44,29
Baidu,36,21
yandex.ru,18,16
gitblit.com,18,10
ecosia.org,15,13
