referrer,views_total,views_unique
Google,264,124
gitblit.com,174,34
github.com,35,12
DuckDuckGo,16,5
cn.bing.com,14,7
Baidu,12,9
Bing,11,6
yandex.ru,9,9
search.brave.com,3,3
link.zhihu.com,3,3
