referrer,views_total,views_unique
Google,204,140
gitblit.com,97,27
Bing,54,10
github.com,40,13
cn.bing.com,13,6
chatgpt.com,8,2
yandex.ru,6,6
statics.teams.cdn.office.net,6,2
stackoverflow.com,5,1
nvd.nist.gov,5,1
