url_path,views_total,views_unique
/gitblit-org/gitblit,248,190
/gitblit-org/gitblit/issues/461,83,69
/gitblit-org/gitblit/tree/master/src,57,21
/gitblit-org/gitblit/pull/1411/commits/9b4afad6f4be212474809533ec2c280cce86501a,53,24
/gitblit-org/gitblit/issues,51,28
/gitblit-org/gitblit/releases,49,38
/gitblit-org/gitblit/tree/master/src/main,44,15
/gitblit-org/gitblit/issues/533,34,27
/gitblit-org/gitblit/tree/master/src/main/java,27,10
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,21,5
