referrer,views_total,views_unique
Google,484,227
gitblit.com,370,97
github.com,108,38
Bing,22,17
DuckDuckGo,17,12
Baidu,14,3
cn.bing.com,13,7
groups.google.com,8,2
yandex.ru,7,5
cnblogs.com,6,4
