time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-09 00:00:00+00:00,38,14,13,11
2025-11-10 00:00:00+00:00,856,19,91,28
2025-11-11 00:00:00+00:00,60,25,53,29
2025-11-12 00:00:00+00:00,60,20,84,33
2025-11-13 00:00:00+00:00,3170,18,53,40
2025-11-14 00:00:00+00:00,4541,22,54,23
2025-11-15 00:00:00+00:00,8265,14,26,21
2025-11-16 00:00:00+00:00,498,14,28,21
2025-11-17 00:00:00+00:00,8185,22,35,26
2025-11-18 00:00:00+00:00,61,21,53,22
2025-11-19 00:00:00+00:00,64,24,40,24
2025-11-20 00:00:00+00:00,3170,20,32,28
2025-11-21 00:00:00+00:00,3163,17,40,26
2025-11-22 00:00:00+00:00,66,28,19,18
2025-11-23 00:00:00+00:00,3,2,9,5
