url_path,views_total,views_unique
/gitblit-org/gitblit,205,145
/gitblit-org/gitblit/tree/master/src,65,22
/gitblit-org/gitblit/tree/master/src/main,47,16
/gitblit-org/gitblit/tree/master/src/main/java,42,10
/gitblit-org/gitblit/issues,41,22
/gitblit-org/gitblit/releases,37,33
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/utils/JGitUtils.java,34,6
/gitblit-org/gitblit/issues/461,32,30
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,26,8
/gitblit-org/gitblit/commits/master,21,4
