url_path,views_total,views_unique
/gitblit-org/gitblit,213,153
/gitblit-org/gitblit/releases,63,45
/gitblit-org/gitblit/tree/master/src,62,22
/gitblit-org/gitblit/issues,58,24
/gitblit-org/gitblit/tree/master/src/main,46,17
/gitblit-org/gitblit/issues/461,43,36
/gitblit-org/gitblit/tree/master/src/main/java,38,12
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,30,8
/gitblit-org/gitblit/releases/tag/v1.9.3,18,16
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,17,3
