referrer,views_total,views_unique
Google,258,164
gitblit.com,231,47
github.com,81,31
DuckDuckGo,35,22
Bing,15,11
cn.bing.com,10,5
stackoverflow.com,7,2
search.brave.com,6,3
selfhosted.libhunt.com,6,1
yandex.ru,5,5
