url_path,views_total,views_unique
/gitblit-org/gitblit,204,149
/gitblit-org/gitblit/releases,70,51
/gitblit-org/gitblit/tree/master/src,55,20
/gitblit-org/gitblit/issues,54,20
/gitblit-org/gitblit/tree/master/src/main,49,14
/gitblit-org/gitblit/issues/461,38,32
/gitblit-org/gitblit/tree/master/src/main/java,35,9
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,21,5
/gitblit-org/gitblit/blob/8d24e989eb0e3f79cabd63b92f8feb91da8bf818/src/main/java/com/gitblit/servlet/FilestoreServlet.java,16,1
/gitblit-org/gitblit/issues/1420,15,10
