referrer,views_total,views_unique
gitblit.com,141,29
Google,74,26
github.com,16,7
ecosia.org,15,1
doubao.com,10,3
Baidu,7,3
Bing,4,4
gitee.com,3,3
link.zhihu.com,3,1
yandex.ru,2,2
