referrer,views_total,views_unique
Google,200,98
gitblit.com,88,29
github.com,27,17
Bing,18,10
search.brave.com,13,2
Baidu,11,4
cn.bing.com,10,7
DuckDuckGo,8,6
portalworkedexamples.herokuapp.com,2,2
stackoverflow.com,2,1
