referrer,views_total,views_unique
Google,2310,231
github.com,364,31
gitblit.com,279,66
cn.bing.com,28,17
DuckDuckGo,21,12
Bing,20,13
openhub.net,7,1
yandex.ru,6,4
cnblogs.com,4,3
cloud.tencent.com,4,1
