referrer,views_total,views_unique
gitblit-org.github.io,412,68
Google,332,177
github.com,188,60
DuckDuckGo,123,100
Bing,87,72
cn.bing.com,39,33
groups.google.com,37,3
yandex.ru,23,22
Baidu,13,9
gitee.com,12,4
