url_path,views_total,views_unique
/gitblit-org/gitblit,284,178
/gitblit-org/gitblit/releases,83,49
/gitblit-org/gitblit/issues,76,35
/gitblit-org/gitblit/tree/master/src,71,22
/gitblit-org/gitblit/tree/master/src/main,55,16
/gitblit-org/gitblit/issues/461,43,37
/gitblit-org/gitblit/tree/master/src/main/java,34,13
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,30,11
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/utils/JGitUtils.java,25,4
/gitblit-org/gitblit/issues/533,22,18
