url_path,views_total,views_unique
/gitblit-org/gitblit,187,132
/gitblit-org/gitblit/tree/master/src,49,18
/gitblit-org/gitblit/releases,39,36
/gitblit-org/gitblit/issues/461,35,26
/gitblit-org/gitblit/issues,32,13
/gitblit-org/gitblit/tree/master/src/main,31,12
/gitblit-org/gitblit/commits/master,30,5
/gitblit-org/gitblit/blob/8d24e989eb0e3f79cabd63b92f8feb91da8bf818/src/main/java/com/gitblit/manager/RepositoryManager.java,29,1
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,27,8
/gitblit-org/gitblit/releases/tag/v1.9.3,24,17
