url_path,views_total,views_unique
/gitblit-org/gitblit,216,157
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,140,23
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/auth,121,15
/gitblit-org/gitblit/tree/master/src/main/java,115,27
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,92,14
/gitblit-org/gitblit/pull/1411/commits/9b4afad6f4be212474809533ec2c280cce86501a,91,24
/gitblit-org/gitblit/issues/461,81,70
/gitblit-org/gitblit/tree/master/src,77,28
/gitblit-org/gitblit/tree/master/src/main,74,21
/gitblit-org/gitblit/releases,62,44
