time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-30 00:00:00+00:00,5,4,90,24
2025-05-01 00:00:00+00:00,2,2,31,13
2025-05-02 00:00:00+00:00,3,3,71,22
2025-05-03 00:00:00+00:00,6,3,28,12
2025-05-04 00:00:00+00:00,3,3,9,8
2025-05-05 00:00:00+00:00,4,2,42,21
2025-05-06 00:00:00+00:00,1,1,52,28
2025-05-07 00:00:00+00:00,4,4,52,33
2025-05-08 00:00:00+00:00,1,1,31,22
2025-05-09 00:00:00+00:00,5,3,50,27
2025-05-10 00:00:00+00:00,3,1,34,10
2025-05-11 00:00:00+00:00,4,1,37,15
2025-05-12 00:00:00+00:00,4,2,70,27
2025-05-13 00:00:00+00:00,4,4,46,25
