referrer,views_total,views_unique
Google,431,193
gitblit.com,205,43
github.com,82,22
DuckDuckGo,32,9
cn.bing.com,25,15
yandex.ru,17,14
Bing,11,8
StartPage,9,2
stackoverflow.com,4,3
quora.com,4,1
