url_path,views_total,views_unique
/gitblit-org/gitblit,256,184
/gitblit-org/gitblit/issues/461,67,61
/gitblit-org/gitblit/pull/1411/commits/9b4afad6f4be212474809533ec2c280cce86501a,67,27
/gitblit-org/gitblit/issues,62,34
/gitblit-org/gitblit/tree/master/src,58,21
/gitblit-org/gitblit/releases,51,42
/gitblit-org/gitblit/tree/master/src/main,40,14
/gitblit-org/gitblit/releases/tag/v1.9.3,32,25
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,30,6
/gitblit-org/gitblit/tree/master/src/main/java,25,10
