referrer,views_total,views_unique
Google,381,140
gitblit.com,200,65
github.com,120,13
Bing,42,9
Baidu,21,16
yandex.ru,15,11
stackoverflow.com,13,3
cn.bing.com,11,8
search.brave.com,8,3
DuckDuckGo,5,4
