referrer,views_total,views_unique
Google,233,143
gitblit.com,167,33
cn.bing.com,49,11
github.com,25,16
Bing,15,7
yandex.ru,13,10
search.brave.com,13,1
Baidu,9,6
jira.veevadev.com,6,2
stackoverflow.com,4,3
