url_path,views_total,views_unique
/gitblit-org/gitblit,206,138
/gitblit-org/gitblit/tree/master/src,49,20
/gitblit-org/gitblit/blob/8d24e989eb0e3f79cabd63b92f8feb91da8bf818/src/main/java/com/gitblit/manager/RepositoryManager.java,44,1
/gitblit-org/gitblit/releases,37,33
/gitblit-org/gitblit/issues,33,17
/gitblit-org/gitblit/tree/master/src/main,33,13
/gitblit-org/gitblit/issues/461,29,22
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,23,7
/gitblit-org/gitblit/releases/tag/v1.9.3,22,17
/gitblit-org/gitblit/tree/master/src/main/java,22,10
