referrer,views_total,views_unique
Google,409,167
gitblit.com,353,50
github.com,81,20
cn.bing.com,54,12
Bing,16,8
DuckDuckGo,11,5
stackoverflow.com,7,4
linuxidc.com,6,2
gitee.com,5,1
ya.ru,4,3
