time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-17 00:00:00+00:00,32,11,15,5
2025-08-18 00:00:00+00:00,1212,23,53,26
2025-08-19 00:00:00+00:00,100,48,26,12
2025-08-20 00:00:00+00:00,45,12,76,15
2025-08-21 00:00:00+00:00,1186,14,25,11
2025-08-22 00:00:00+00:00,42,16,30,12
2025-08-23 00:00:00+00:00,48,22,3,2
2025-08-24 00:00:00+00:00,40,12,6,4
2025-08-25 00:00:00+00:00,4638,30,30,25
2025-08-26 00:00:00+00:00,94,23,53,20
2025-08-27 00:00:00+00:00,89,23,54,25
2025-08-28 00:00:00+00:00,1256,41,188,43
2025-08-29 00:00:00+00:00,1211,19,53,24
2025-08-30 00:00:00+00:00,2355,22,27,10
