url_path,views_total,views_unique
/gitblit-org/gitblit,415,230
/gitblit-org/gitblit/issues/1384,236,216
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,161,35
/gitblit-org/gitblit/tree/master/src/main/java,128,48
/gitblit-org/gitblit/tree/master/src,123,47
/gitblit-org/gitblit/tree/master/src/main,117,41
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/auth,100,15
/gitblit-org/gitblit/issues,86,28
/gitblit-org/gitblit/releases,74,50
/gitblit-org/gitblit/releases/tag/v1.9.3,43,31
