referrer,views_total,views_unique
gitblit.com,131,32
Google,129,89
github.com,48,9
cn.bing.com,11,8
groups.google.com,10,3
chatgpt.com,6,3
Bing,4,3
gitee.com,3,2
DuckDuckGo,3,2
avd.aliyun.com,3,1
