referrer,views_total,views_unique
Google,100,46
gitblit.com,80,31
github.com,64,10
Bing,26,9
Baidu,8,4
search.brave.com,5,3
gitee.com,4,1
chatgpt.com,2,1
kagi.com,2,1
DuckDuckGo,1,1
