referrer,views_total,views_unique
gitblit.com,367,59
Google,366,178
github.com,102,26
cn.bing.com,32,17
Bing,18,11
yandex.ru,17,13
awesome-selfhosted.net,15,1
DuckDuckGo,10,5
stackoverflow.com,7,6
Baidu,4,4
