time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-19 00:00:00+00:00,7048,13,29,14
2026-05-20 00:00:00+00:00,4216,17,23,18
2026-05-21 00:00:00+00:00,3589,25,21,8
2026-05-22 00:00:00+00:00,5128,26,18,17
2026-05-23 00:00:00+00:00,714,30,3,3
2026-05-24 00:00:00+00:00,64,32,5,5
2026-05-25 00:00:00+00:00,18359,37,25,17
2026-05-26 00:00:00+00:00,9484,36,52,15
2026-05-27 00:00:00+00:00,2986,49,20,15
2026-05-28 00:00:00+00:00,9933,67,20,16
2026-05-29 00:00:00+00:00,8937,27,31,15
2026-05-30 00:00:00+00:00,6405,64,23,12
2026-05-31 00:00:00+00:00,5732,19,6,6
2026-06-01 00:00:00+00:00,12234,21,33,16
