referrer,views_total,views_unique
gitblit.com,69,27
Google,42,29
github.com,39,16
Baidu,18,12
Bing,10,8
search.brave.com,4,1
DuckDuckGo,3,1
yuanbao.tencent.com,3,1
blog.csdn.net,1,1
qianwen.com,1,1
