url_path,views_total,views_unique
/gitblit-org/gitblit,226,159
/gitblit-org/gitblit/pull/1411/commits/9b4afad6f4be212474809533ec2c280cce86501a,56,26
/gitblit-org/gitblit/issues/461,55,49
/gitblit-org/gitblit/issues,53,27
/gitblit-org/gitblit/tree/master/src,44,17
/gitblit-org/gitblit/releases,42,36
/gitblit-org/gitblit/tree/master/src/main,32,11
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,32,7
/gitblit-org/gitblit/releases/tag/v1.9.3,26,20
/gitblit-org/gitblit/tree/master/src/main/java,23,9
