time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-01 00:00:00+00:00,12234,21,33,16
2026-06-02 00:00:00+00:00,11738,35,15,11
2026-06-03 00:00:00+00:00,15123,22,27,8
2026-06-04 00:00:00+00:00,5586,24,24,16
2026-06-05 00:00:00+00:00,4554,22,33,14
2026-06-06 00:00:00+00:00,7136,31,30,15
2026-06-07 00:00:00+00:00,5701,12,28,12
2026-06-08 00:00:00+00:00,4611,33,24,17
2026-06-09 00:00:00+00:00,6014,30,31,20
2026-06-10 00:00:00+00:00,9243,26,22,17
2026-06-11 00:00:00+00:00,10778,33,20,14
2026-06-12 00:00:00+00:00,5727,25,38,27
2026-06-13 00:00:00+00:00,6247,27,76,35
2026-06-14 00:00:00+00:00,5964,36,18,13
