time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-07 00:00:00+00:00,40.0,33.0,181.0,62.0
2023-06-08 00:00:00+00:00,63.0,43.0,187.0,54.0
2023-06-09 00:00:00+00:00,62.0,45.0,175.0,59.0
2023-06-10 00:00:00+00:00,26.0,19.0,55.0,23.0
2023-06-11 00:00:00+00:00,5.0,4.0,18.0,13.0
2023-06-12 00:00:00+00:00,1.0,1.0,105.0,60.0
2023-06-13 00:00:00+00:00,3.0,3.0,132.0,52.0
2023-06-14 00:00:00+00:00,6.0,5.0,120.0,63.0
2023-06-15 00:00:00+00:00,3.0,3.0,123.0,55.0
2023-06-16 00:00:00+00:00,1.0,1.0,101.0,46.0
2023-06-17 00:00:00+00:00,6.0,3.0,111.0,17.0
2023-06-18 00:00:00+00:00,4.0,3.0,19.0,12.0
2023-06-19 00:00:00+00:00,,,148.0,51.0
2023-06-20 00:00:00+00:00,3.0,3.0,129.0,57.0
2023-06-21 00:00:00+00:00,1.0,1.0,,
