referrer,views_total,views_unique
Google,425,144
gitblit.com,251,51
github.com,84,13
Baidu,23,12
Bing,17,13
cn.bing.com,15,7
yandex.ru,12,10
DuckDuckGo,9,7
stackoverflow.com,6,2
linuxfr.org,4,4
