referrer,views_total,views_unique
gitblit-org.github.io,386,55
Google,383,220
github.com,268,59
DuckDuckGo,80,74
Bing,40,34
cn.bing.com,25,13
yandex.ru,17,15
gitblit.com,10,7
link.csdn.net,9,8
sogou.com,9,1
