url_path,views_total,views_unique
/gitblit-org/gitblit,249,164
/gitblit-org/gitblit/tree/master/src,116,35
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,116,20
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/auth,104,15
/gitblit-org/gitblit/tree/master/src/main,102,28
/gitblit-org/gitblit/tree/master/src/main/java,93,27
/gitblit-org/gitblit/issues/461,66,58
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,61,12
/gitblit-org/gitblit/releases,59,42
/gitblit-org/gitblit/tree/master/src/site,44,11
