referrer,views_total,views_unique
Google,592,228
gitblit.com,152,47
github.com,143,24
Bing,108,13
search.brave.com,20,5
cn.bing.com,19,8
DuckDuckGo,8,6
yandex.ru,7,6
cnblogs.com,7,3
stackoverflow.com,3,2
