url_path,views_total,views_unique
/gitblit-org/gitblit,153,114
/gitblit-org/gitblit/issues/461,55,51
/gitblit-org/gitblit/releases,52,32
/gitblit-org/gitblit/tree/master/src,39,16
/gitblit-org/gitblit/tree/master/src/main,33,10
/gitblit-org/gitblit/tree/master/src/main/java,22,10
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,19,4
/gitblit-org/gitblit/issues,16,11
/gitblit-org/gitblit/blob/master/src/main/distrib/data/groovy/jenkins.groovy,12,3
/gitblit-org/gitblit/tree/master/src/site,12,3
