referrer,views_total,views_unique
Google,170,90
gitblit.com,100,28
github.com,50,9
Bing,13,5
cn.bing.com,12,6
DuckDuckGo,11,3
chatgpt.com,9,4
yandex.ru,4,4
blog.csdn.net,3,2
ecosia.org,3,1
