referrer,views_total,views_unique
Google,470,251
gitblit-org.github.io,314,59
github.com,281,69
DuckDuckGo,104,85
Bing,53,41
yandex.ru,30,25
cn.bing.com,19,12
link.csdn.net,15,11
gitblit.com,10,7
