referrer,views_total,views_unique
gitblit.com,48,16
Google,35,23
github.com,29,16
Bing,9,7
Baidu,7,6
doubao.com,5,2
search.brave.com,4,1
gitee.com,2,1
superstart.se,2,1
github.xubaoge.com,1,1
