url_path,views_total,views_unique
/gitblit-org/gitblit,82,70
/gitblit-org/gitblit/releases,49,35
/gitblit-org/gitblit/issues,20,6
/gitblit-org/gitblit/releases/tag/v1.10.0,13,11
/gitblit-org/gitblit/blob/master/src/main/distrib/data/groovy/fisheye.groovy,10,1
/gitblit-org/gitblit/tree/master/src,9,9
/gitblit-org/gitblit/tree/master/src/main,8,7
/gitblit-org/gitblit/releases/tag/v1.9.3,6,6
/gitblit-org/gitblit/tree/master/src/main/java,6,5
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,5,4
