url_path,views_total,views_unique
/gitblit-org/gitblit,119,81
/gitblit-org/gitblit/releases,38,29
/gitblit-org/gitblit/issues,36,15
/gitblit-org/gitblit/tree/master/src/main,12,5
/gitblit-org/gitblit/releases/tag/v1.10.0,11,10
/gitblit-org/gitblit/pulls,11,7
/gitblit-org/gitblit/tree/master/src,11,6
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/tickets/QueryBuilder.java,11,4
/gitblit-org/gitblit/tree/master/src/main/java,10,5
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,9,5
