referrer,views_total,views_unique
Google,100,43
gitblit.com,72,27
github.com,72,13
Bing,26,9
Baidu,11,5
search.brave.com,5,3
gitee.com,4,1
chatgpt.com,2,1
nvd.nist.gov,2,1
DuckDuckGo,1,1
