referrer,views_total,views_unique
Google,321,148
gitblit.com,274,51
github.com,110,12
statics.teams.cdn.office.net,42,1
Bing,31,13
cn.bing.com,20,15
Baidu,9,8
stackoverflow.com,4,3
groups.google.com,4,3
DuckDuckGo,4,2
