referrer,views_total,views_unique
Google,396,242
gitblit-org.github.io,367,83
DuckDuckGo,251,222
github.com,215,65
Bing,74,63
cn.bing.com,56,30
Baidu,26,18
yandex.ru,21,19
gitblit.com,21,9
ecosia.org,18,13
