time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-02 00:00:00+00:00,2.0,2.0,339,45
2023-06-03 00:00:00+00:00,3.0,2.0,104,32
2023-06-04 00:00:00+00:00,,,806,26
2023-06-05 00:00:00+00:00,2.0,2.0,1700,66
2023-06-06 00:00:00+00:00,5.0,3.0,125,68
2023-06-07 00:00:00+00:00,40.0,33.0,206,69
2023-06-08 00:00:00+00:00,63.0,43.0,187,54
2023-06-09 00:00:00+00:00,62.0,45.0,175,59
2023-06-10 00:00:00+00:00,26.0,19.0,55,23
2023-06-11 00:00:00+00:00,5.0,4.0,18,13
2023-06-12 00:00:00+00:00,1.0,1.0,105,60
2023-06-13 00:00:00+00:00,3.0,3.0,132,52
2023-06-14 00:00:00+00:00,6.0,5.0,120,63
2023-06-15 00:00:00+00:00,3.0,3.0,123,55
