referrer,views_total,views_unique
Google,287,177
gitblit.com,180,63
github.com,68,29
DuckDuckGo,19,16
yandex.ru,15,15
Baidu,14,7
Bing,12,12
sourceforge.net,12,1
cn.bing.com,9,7
cnblogs.com,6,4
